SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Condo/Co-op,4201 Cathedral Ave NW Apt 1218W,Washington,DC,20016,213500,0,1.0,,555,,1960,,385,,,,,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-1218W/home/9952839,,,N,Y,38.9311324,-77.0837882
PAST SALE,,Condo/Co-op,1910 Kalorama Rd NW Apt 502,Washington,DC,20009,369000,0,1.0,,479,,1923,,770,,,,,http://www.redfin.com/DC/Washington/1910-Kalorama-Rd-NW-20009/unit-502/home/45505209,,,N,Y,38.9190923,-77.0455228
PAST SALE,August-18-2017,Condo/Co-op,1316 New Hampshire Ave NW #706,Washington,DC,20036,294900,0,1.0,Central,468,,1918,61,630,193,Sold,,,http://www.redfin.com/DC/Washington/1316-New-Hampshire-Ave-NW-20036/unit-706/home/9057996,MRIS,DC9978913,N,Y,38.9078191,-77.0456381
PAST SALE,August-18-2017,Condo/Co-op,522 21st St NW #806,Washington,DC,20006,230000,0,1.0,Foggy Bottom,474,,1989,61,485,465,Sold,,,http://www.redfin.com/DC/Washington/522-21st-St-NW-20006/unit-806/home/10346750,MRIS,DC10004409,N,Y,38.8967406,-77.0469994
PAST SALE,August-16-2017,Condo/Co-op,950 25th St NW Unit 401-N,Washington,DC,20037,160000,0,1.0,Foggy Bottom,310,,1966,63,516,692,Sold,,,http://www.redfin.com/DC/Washington/950-25th-St-NW-20037/unit-401-N/home/142724649,MRIS,DC10006421,N,Y,38.901974,-77.0537004
PAST SALE,August-9-2017,Condo/Co-op,2939 Van Ness St NW #810,Washington,DC,20008,226000,0,1.0,Van Ness,447,,1964,70,506,425,Sold,,,http://www.redfin.com/DC/Washington/2939-Van-Ness-St-NW-20008/unit-810/home/9982587,MRIS,DC9954581,N,Y,38.9443887,-77.0601806
PAST SALE,August-11-2017,Condo/Co-op,950 25th St NW Unit 304-S,Washington,DC,20037,193000,0,1.0,Foggy Bottom,445,,1966,68,434,731,Sold,,,http://www.redfin.com/DC/Washington/950-25th-St-NW-20037/unit-304-S/home/88621226,MRIS,DC10012591,N,Y,38.901974,-77.0537004
PAST SALE,August-18-2017,Condo/Co-op,1301 20th St NW #801,Washington,DC,20036,255000,0,1.0,Dupont,450,,1973,61,567,484,Sold,,,http://www.redfin.com/DC/Washington/1301-20th-St-NW-20036/unit-801/home/9060346,MRIS,DC9978038,N,Y,38.9075853,-77.0445591
PAST SALE,July-28-2017,Condo/Co-op,1801 Clydesdale Pl NW #621,Washington,DC,20009,185000,0,1.0,Mount Pleasant,488,,1950,82,379,357,Sold,,,http://www.redfin.com/DC/Washington/1801-Clydesdale-Pl-NW-20009/unit-621/home/39591905,MRIS,DC9979196,N,Y,38.9262558,-77.0434453
PAST SALE,August-25-2017,Condo/Co-op,3217 Wisconsin Ave NW Unit 7D,Washington,DC,20016,227500,0,1.0,Cleveland Park,400,,1988,54,569,409,Sold,,,http://www.redfin.com/DC/Washington/3217-Wisconsin-Ave-NW-20016/unit-7D/home/9973748,MRIS,DC10003538,N,Y,38.9331884,-77.0721466
PAST SALE,July-25-2017,Condo/Co-op,3245 K St NW Unit S50,Washington,DC,20007,68000,0,,Georgetown,,,1980,85,,24,Sold,,,http://www.redfin.com/DC/Washington/3245-K-St-NW-20007/unit-S50/home/9923605,MRIS,DC9946613,N,Y,38.9032404,-77.0643063
PAST SALE,August-11-2017,Condo/Co-op,777 7th St NW #1001,Washington,DC,20001,347000,0,1.0,Central,615,,2005,68,564,452,Sold,,,http://www.redfin.com/DC/Washington/777-7th-St-NW-20001/unit-1001/home/10193267,MRIS,DC10030463,N,Y,38.899494,-77.0217858
